user,x1_mean,x1_dev,x2_mean,x2_dev,x3_mean,x3_dev,x4_mean,x4_dev
6,86.91666666666667,18.085253354290863,198.0,87.33842224359219,197.33333333333334,83.18486774781951,284.25,83.62328722710359
6,71.41666666666667,21.91444855695793,178.0,62.90733926445573,177.16666666666666,63.85508767688148,248.58333333333334,64.35767026720453
7,76.33333333333333,19.284420885494303,352.0,354.32682653166415,353.8333333333333,356.98035271177355,430.1666666666667,355.20717741747404
7,82.25,15.48722591901683,227.25,113.18504391776621,229.33333333333334,104.34904035122806,311.5833333333333,107.06108718338746
7,75.91666666666667,18.305091884196834,209.33333333333334,94.36571882250931,211.33333333333334,93.9666016317618,287.25,90.58616984212692
7,65.66666666666667,14.179406036768802,192.0,55.73598478541489,194.0,50.43973301541818,259.6666666666667,58.752777712112376
7,69.41666666666667,21.44550587471003,171.83333333333334,50.046367389540755,176.0,51.53154373779229,245.41666666666666,43.38290433902379
7,78.75,19.41273207631184,213.25,107.8016117690269,215.41666666666666,114.54581203848335,294.1666666666667,120.75445701459176
7,75.75,16.698927111244803,220.0,94.52424733016039,224.0,92.03803561571705,299.75,95.63221650329628
7,78.91666666666667,16.81496522611794,286.75,184.16348036459345,288.8333333333333,176.88029536635472,367.75,176.5026557873847
8,71.25,9.934158243152764,266.6666666666667,165.67907398206796,266.5833333333333,159.0652163596918,337.8333333333333,166.18354979426283
8,72.08333333333333,10.136224916385565,175.5,55.58851799907364,175.75,55.06076189084201,247.83333333333334,56.69337605830939
8,74.66666666666667,6.956212251569735,185.91666666666666,66.74885558735986,184.0,62.956334073705406,258.6666666666667,66.14294285023072
8,64.91666666666667,16.67062453005952,169.5,56.5795899596312,171.91666666666666,73.25805795648391,236.83333333333334,64.63336771530804
8,70.25,11.439150609493113,233.33333333333334,83.61352894252354,231.16666666666666,79.87368500047783,301.4166666666667,80.38393116095335
8,68.0,7.32575365861197,187.33333333333334,57.61124504431019,187.33333333333334,60.72524644293801,255.33333333333334,60.83219177011096
8,69.08333333333333,10.866296005948342,191.41666666666666,52.2852087645785,191.33333333333334,51.02014852541647,260.4166666666667,48.532563524114636
8,78.16666666666667,13.158225142050462,194.16666666666666,71.87817625832074,194.0,67.4054893907017,272.1666666666667,70.94931680823682
9,86.41666666666667,27.04150616285187,174.08333333333334,105.66965689775324,178.0,119.3621939029831,264.4166666666667,113.99521797962501
9,92.33333333333333,28.57543622686372,154.58333333333334,48.656034797568765,150.91666666666666,64.87097236480702,243.25,59.16801641652918
9,81.08333333333333,19.653067331985497,155.91666666666666,30.863836263317772,154.66666666666666,46.34172585862071,235.75,41.74550874046213
9,77.16666666666667,25.142372379886687,152.0,37.75579425730572,163.66666666666666,66.04585948835518,240.83333333333334,51.531274215006775
9,84.16666666666667,20.6995705806237,154.0,49.96165196094567,154.0,52.365701242957364,238.16666666666666,43.73944317076852
9,83.66666666666667,20.805982045769646,156.41666666666666,41.120672686888554,154.66666666666666,58.66051104069547,238.33333333333334,48.43609764995066
9,90.75,19.76581645164196,237.25,139.74686937459458,237.41666666666666,146.35826951544473,328.1666666666667,138.6264965854492
9,93.83333333333333,32.230506597873315,208.0,154.91126492285835,207.33333333333334,158.815581379438,301.1666666666667,159.4515774633652
10,75.0,21.319005605327842,246.66666666666666,165.6010936625185,250.75,153.8186838456239,325.75,159.41148275244583
10,87.91666666666667,26.936525182155346,199.33333333333334,70.40754378773785,199.33333333333334,86.10781355693312,287.25,76.09547183199098
10,74.41666666666667,27.308296460152096,162.0,78.43681108595207,164.0,61.15690203621065,238.41666666666666,76.06845418583332
10,75.66666666666667,33.167085424492086,191.41666666666666,146.6591617398048,195.33333333333334,144.68490668422268,271.0,140.5121584300329
10,79.83333333333333,26.53247486048413,148.0,63.011903637328714,150.0,66.01767440112786,229.83333333333334,70.97632625663918
10,81.5,20.90653805232548,158.41666666666666,67.65778882648242,162.0,68.57599191164987,243.5,65.50127225227513
10,83.08333333333333,18.495307212611767,212.0,210.97551200712056,211.91666666666666,211.19282592508256,295.0,209.026314132934
10,73.58333333333333,20.94619429766552,138.66666666666666,51.37173888000635,136.58333333333334,48.77748512946886,210.16666666666666,51.608838605632485
11,93.58333333333333,23.36827740525366,162.0,48.321837713398274,161.91666666666666,38.958221924974396,255.5,35.95715042473008
11,90.41666666666667,30.308025156530555,165.91666666666666,55.58245876373429,158.0,61.03550879064853,248.41666666666666,44.62147900830819
11,88.5,31.77918606048095,204.0,131.75988261480302,202.16666666666666,141.17532440983524,290.6666666666667,138.83463384745016
11,83.66666666666667,18.340907526316382,190.0,120.24280990285172,192.0,113.4195750300626,275.6666666666667,116.96889425066061
11,88.66666666666667,21.925378496669616,146.75,49.27833364336366,142.66666666666666,44.92091816613825,231.33333333333334,38.46715770917085
11,94.66666666666667,32.33505150074073,156.08333333333334,56.720746253514285,153.75,61.62808477742379,248.41666666666666,55.011299344367025
11,91.66666666666667,22.63968982904924,134.0,49.411537114321796,131.91666666666666,48.25014392609507,223.58333333333334,46.76618852214588
11,94.83333333333333,21.302712399024582,182.0,82.8945112778886,182.0,75.75508783793556,276.8333333333333,73.79118435754293
12,80.91666666666667,12.61254886566902,177.83333333333334,58.86259895345732,180.0,55.445168109283124,260.9166666666667,59.42566551770558
12,79.0,10.567244989431572,166.08333333333334,47.46658181172191,165.91666666666666,47.332966547874676,244.91666666666666,48.67315881354824
12,79.58333333333333,12.379137916493038,168.0,58.37236789212284,169.83333333333334,61.230212223124695,249.41666666666666,60.96509702736112
12,78.33333333333333,11.330882087855688,162.91666666666666,65.79571710141084,164.66666666666666,61.51196812183969,243.0,64.89863891741747
12,90.58333333333333,15.60693400027337,183.33333333333334,120.91066490963024,185.25,130.64017057041326,275.8333333333333,123.68025531812083
12,85.0,18.66815470259447,148.5,37.2010304516779,150.41666666666666,55.58695640365843,235.41666666666666,46.27716919701214
12,81.58333333333333,16.62557434262715,204.0,146.50426614948796,205.25,157.9531180445641,286.8333333333333,156.16595517447314
12,79.33333333333333,14.395215254459455,149.75,51.16008372419524,152.0,57.512317521263796,231.33333333333334,51.259687431309565
13,110.91666666666667,27.238019792602806,327.9166666666667,272.28430556232126,325.4166666666667,270.97092658725506,436.3333333333333,261.0272442145115
13,133.08333333333334,31.43103119883632,583.1666666666666,1055.6609961956958,583.25,1029.1782421751184,716.3333333333334,1050.5480580260107
13,104.83333333333333,31.29918351792725,265.0833333333333,138.25728331226853,258.5833333333333,135.0441028783642,363.4166666666667,154.25922896936254
13,112.75,45.97304463849804,262.75,181.5842894268848,256.6666666666667,194.0293505861649,369.4166666666667,181.38791687675584
13,124.41666666666667,58.42011402096218,227.33333333333334,97.49814813056136,223.16666666666666,116.65321351005392,347.5833333333333,116.34249605749778
13,111.0,24.320773014030618,289.25,184.3131958560392,288.75,183.78299023576693,399.75,174.3794354274609
13,108.25,40.86996656062575,207.58333333333334,43.467340869004424,215.33333333333334,60.41293091898639,323.5833333333333,38.15638507802098
13,116.08333333333333,28.65152216239518,252.66666666666666,76.68912714474081,248.66666666666666,86.14071175827503,364.75,87.31659349745614
14,101.75,13.472966760640855,233.0,77.86954903341015,230.83333333333334,86.99600884842681,332.5833333333333,79.26060216498203
14,100.41666666666667,21.90303758741138,302.9166666666667,125.15554211549014,304.6666666666667,139.5632075043021,405.0833333333333,127.52676734273824
14,103.66666666666667,14.155878245057382,280.75,86.04758857748426,283.3333333333333,84.25193700377986,387.0,84.0882472961194
14,102.08333333333333,15.74514916481334,305.75,137.18972568429945,304.25,143.88891838266537,406.3333333333333,145.04788481356385
14,94.16666666666667,13.873435847771171,231.33333333333334,40.04233870403786,231.91666666666666,43.696793042764845,326.0833333333333,40.56159582111576
14,84.5,28.72716484444645,222.0,63.194145298437256,229.83333333333334,59.64874032385112,314.3333333333333,60.59061166733855
14,82.66666666666667,30.695638488590234,289.4166666666667,263.3807314938248,297.25,272.2113532410677,379.9166666666667,272.32194743640395
14,86.16666666666667,31.693409760109787,201.16666666666666,81.00394366257045,209.08333333333334,57.3490167502654,295.25,76.29343025451143
15,68.66666666666667,11.41879542197376,193.25,46.12505645886337,196.16666666666666,44.04133159759011,264.8333333333333,48.76958296133177
15,66.5,19.56825660774783,186.0,40.916581805750425,188.33333333333334,50.133710104967186,254.83333333333334,54.48062856547168
15,67.5,18.034688796871432,221.33333333333334,73.99474455812536,222.75,77.67788724383965,290.25,78.63006740426972
15,61.25,17.010413477239954,190.33333333333334,51.54016772274697,195.25,52.42156839825888,256.5,57.1394493031449
15,62.25,34.5184129608146,209.41666666666666,68.48413238764793,209.83333333333334,52.69856628874156,272.0833333333333,51.350849284332405
15,64.16666666666667,22.934084290030466,188.08333333333334,49.04157816474597,192.41666666666666,46.887202115526385,256.5833333333333,53.101252862390695
15,64.0,22.992752481307377,174.25,65.60884721844558,184.91666666666666,62.358450821752214,248.91666666666666,75.49222734089179
15,71.0,16.787892462525882,291.0,295.23267660158035,291.9166666666667,301.7657641099945,362.9166666666667,302.64375601613773
16,89.08333333333333,30.36845494185629,167.75,63.10325533071438,171.41666666666666,50.93862047165741,260.5,68.02634293663986
16,90.75,23.14492384951828,190.0,73.34052994990788,193.91666666666666,81.42630444491236,284.6666666666667,87.13622795497992
16,84.83333333333333,23.702437755546487,180.0,42.7278207572849,184.25,42.2376707848969,269.0833333333333,47.02740040539014
16,95.91666666666667,24.188352339274555,198.66666666666666,65.00555531815894,198.83333333333334,56.315825681794124,294.75,63.44961912152559
16,100.0,22.177315737783356,161.0,40.855436194791345,163.91666666666666,37.20093711483921,263.9166666666667,37.4287285680695
16,86.66666666666667,21.818697384480945,160.5,55.42487407894281,163.66666666666666,42.38186194850602,250.33333333333334,57.580861017837826
16,83.66666666666667,24.635114955869174,165.33333333333334,51.63063259560377,172.0,45.736564511704785,255.66666666666666,40.86427399194667
16,82.16666666666667,31.903064986855973,178.08333333333334,61.74876292058184,183.58333333333334,31.539547484952216,265.75,45.27163387081731
17,132.33333333333334,46.906526435265086,141.25,71.33036403477367,144.83333333333334,77.96135082348319,277.1666666666667,73.92657768954876
17,127.25,34.06397168074602,187.91666666666666,186.92487721601483,192.16666666666666,173.82214729110007,319.4166666666667,168.69274748949806
17,109.16666666666667,45.71621399702979,130.58333333333334,79.7762060739639,144.5,78.60820567854223,253.66666666666666,94.57566048173048
17,106.75,44.77745898700967,182.33333333333334,174.57106162120786,195.75,176.7743971846602,302.5,171.64522519817828
17,138.16666666666666,37.47851236227085,170.66666666666666,106.43568741524412,174.91666666666666,121.10082461412979,313.0833333333333,107.65799113654106
17,125.08333333333333,36.02420097039705,169.41666666666666,78.06776792562272,169.0,121.49828531025997,294.0833333333333,95.8805318554757
17,108.25,68.25213671868939,153.66666666666666,114.32361474729922,169.41666666666666,156.13426825083027,277.6666666666667,154.9517846155879
17,122.91666666666667,30.52719643567392,176.16666666666666,111.02389632667175,178.0,133.1471616921167,300.9166666666667,110.41396223103108
18,89.91666666666667,26.193059937488954,183.33333333333334,104.37778605729393,190.33333333333334,113.22053209947784,280.25,107.35309730045053
18,96.33333333333333,46.76952949184853,176.41666666666666,83.49197399883549,174.5,113.8570009558774,270.8333333333333,87.57932911874175
18,98.58333333333333,22.610684544160875,154.58333333333334,59.00488444941561,154.33333333333334,66.70748750244525,252.91666666666666,57.1962387069484
18,92.41666666666667,19.61486822682109,145.41666666666666,47.92608603070172,146.0,52.99056519796708,238.41666666666666,51.69374290526422
18,90.08333333333333,34.09901839577725,136.0,54.76160455404255,138.0,68.09429736279928,228.08333333333334,67.8889514002258
18,89.83333333333333,27.33689001250061,149.91666666666666,81.04161311052215,150.58333333333334,87.64555354126959,240.41666666666666,75.93249011823302
18,89.33333333333333,25.91117305119336,177.91666666666666,98.26957678865938,181.91666666666666,106.92400598348135,271.25,105.34556231754615
18,80.91666666666667,32.01160813760464,157.91666666666666,127.21141087007705,166.0,128.83322552819982,246.91666666666666,130.57977021303452
19,110.25,29.794084983432533,157.25,49.61371618144859,158.25,72.49152249286348,268.5,63.5
19,74.83333333333333,28.806345751510303,174.33333333333334,72.6972412742663,181.08333333333334,57.60997936314699,255.91666666666666,77.52468244945533
19,83.25,41.97643187948844,176.5,90.74552330556037,184.08333333333334,80.07231974214865,267.3333333333333,105.84999868787067
19,82.58333333333333,37.930766609120305,221.75,166.1174910517653,227.58333333333334,148.0103928408032,310.1666666666667,163.4802910309238
19,63.75,39.07924641033908,154.5,75.52207182892518,162.0,76.99891774131201,225.75,102.64999188179867
19,90.16666666666667,33.98243010079702,176.08333333333334,77.19937211892048,185.41666666666666,50.37270810887799,275.5833333333333,74.4473620904208
19,102.41666666666667,22.201570264785826,169.41666666666666,54.744038234516665,170.33333333333334,46.958019076144545,272.75,47.17012649265776
19,62.5,44.42503048207546,137.0,98.88292741081918,144.66666666666666,95.12739995512452,207.16666666666666,136.47150699769614
20,119.83333333333333,33.64974822425207,227.41666666666666,112.97894961255199,225.58333333333334,131.6127262927952,345.4166666666667,115.82059282451556
20,130.75,42.98861283332289,387.5,539.2911242238896,387.0,546.2647404571036,517.75,545.6974321911365
20,96.5,34.55068740271313,423.25,457.987286031683,425.3333333333333,462.8853949833467,521.8333333333334,454.7751886616312
20,88.66666666666667,39.3538082302364,550.0833333333334,747.7374158456666,557.4166666666666,767.0695816257842,646.0833333333334,760.8407036882877
20,99.83333333333333,25.17218482549516,275.6666666666667,131.46503548683793,278.3333333333333,136.96796056823734,378.1666666666667,129.4957099246492
20,101.41666666666667,34.07212529652681,227.33333333333334,89.95029491644569,230.0,112.27273340694376,331.4166666666667,95.14064880772862
20,108.83333333333333,31.829842740561713,243.75,130.28886176492603,242.58333333333334,134.4665127663968,351.4166666666667,123.62136973660968
20,115.91666666666667,31.886408633704043,239.33333333333334,100.36544336683927,241.16666666666666,131.19885246788132,357.0833333333333,116.88773697679136
21,77.25,17.029998042669686,179.91666666666666,42.831955230749024,180.25,38.382124745771954,257.5,40.5164575615062
21,87.25,26.125099680830566,177.83333333333334,42.686518819047414,177.83333333333334,36.53727168552986,265.0833333333333,40.497856596230974
21,85.83333333333333,16.930413134028623,193.91666666666666,55.53746233149497,190.0,58.9590253198496,275.8333333333333,53.8359132508733
21,93.83333333333333,21.866387193336006,198.66666666666666,45.61858782947534,196.58333333333334,46.06057304125611,290.4166666666667,41.17940086445595
21,86.0,17.976836948325104,170.5,44.80792340646909,171.5,37.59765063582209,257.5,41.38538389335056
21,85.66666666666667,18.669642619920598,175.16666666666666,41.01388653723138,172.75,40.2763888649417,258.4166666666667,31.576516414716945
21,75.58333333333333,15.861159758633317,166.66666666666666,29.24418270737314,163.66666666666666,26.74675473564763,239.25,29.99479121447589
21,77.66666666666667,12.532180798071641,177.66666666666666,33.25741354278104,178.0,31.958306171218357,255.66666666666666,34.721111093332766
22,77.08333333333333,26.24073910713814,166.08333333333334,55.15804313264043,165.91666666666666,60.62378292020018,243.0,53.631458430042095
22,70.91666666666667,37.40868511752614,155.0,53.47740956079804,165.16666666666666,59.49346369326821,236.08333333333334,64.2851179425603
22,82.16666666666667,31.235218726445456,169.75,59.668703410302676,171.91666666666666,56.39807670085529,254.08333333333334,52.81328483966468
22,79.83333333333333,23.042834509283406,197.75,54.66126751792961,195.25,55.69279576390469,275.0833333333333,49.88062137633099
22,87.41666666666667,27.89999502190318,190.16666666666666,90.85504327712847,190.08333333333334,60.53161478838053,277.5,78.40546324502309
22,70.5,44.3818656660578,128.75,73.86939488042393,136.16666666666666,63.241380616035116,206.66666666666666,95.41866810127996
22,77.08333333333333,36.13506684033607,155.16666666666666,56.72129719563504,163.16666666666666,57.77951386280627,240.25,57.82750931289825
22,74.41666666666667,42.71506044580634,191.41666666666666,112.19733978823008,198.75,126.289432785698,273.1666666666667,124.52164024332835
23,102.75,23.608349511701714,244.66666666666666,35.7359140859102,239.75,60.43746768354875,342.5,48.54465298396244
23,94.5,24.561148181630273,244.91666666666666,60.21967886183239,247.33333333333334,52.32006201151609,341.8333333333333,60.351516596980034
23,85.25,18.89940475253123,238.16666666666666,37.655971933044334,236.75,34.16412592179112,322.0,40.78807015129138
23,83.83333333333333,13.024549469708688,234.33333333333334,40.70080534283757,235.08333333333334,36.996527614839145,318.9166666666667,38.173853035232845
23,93.83333333333333,17.850459066614754,236.75,42.17844038526476,237.33333333333334,49.78007187173956,331.1666666666667,41.74492650477288
23,100.25,15.631831839764226,261.0,73.83765976789893,259.3333333333333,79.04885971487649,359.5833333333333,76.4116683207189
23,86.75,24.553088739844252,243.0,41.15418164253381,245.33333333333334,35.24753734502439,332.0833333333333,28.935152592574237
23,93.0,19.334770061558356,397.0833333333333,321.8106219329761,400.75,325.92282445388815,493.75,325.44331943775813
24,101.91666666666667,28.37093093682726,426.4166666666667,356.9503836514101,434.3333333333333,369.4442522973602,536.25,351.73691044112314
24,102.83333333333333,22.02208487455768,324.25,257.275508939347,329.6666666666667,275.59340017899956,432.5,266.7125481362535
24,104.0,27.745870563623217,275.9166666666667,120.92039966670453,280.5,130.9462357865497,384.5,129.1146131672683
24,96.0,32.629230249374054,213.58333333333334,84.62314334086679,217.33333333333334,80.37758117507366,313.3333333333333,85.43938722210552
24,109.91666666666667,27.783263347242386,325.9166666666667,370.54452236614634,332.25,370.4414314931129,442.1666666666667,364.7432506419945
24,115.41666666666667,27.366214978002024,334.1666666666667,231.53611429369332,340.1666666666667,219.19581555211212,455.5833333333333,223.4742559122987
24,110.66666666666667,24.215467967579915,164.25,38.86970757114937,170.41666666666666,49.102712642876355,281.0833333333333,44.91372903195142
24,102.16666666666667,37.61390109461601,272.0,211.83051401218538,278.9166666666667,215.12649702494164,381.0833333333333,211.07797071751054
25,158.08333333333334,51.98470661860296,271.25,104.3352968398838,276.75,124.1981783280254,434.8333333333333,118.18547100026956
25,138.75,40.08142753612118,318.9166666666667,105.9854222156152,320.4166666666667,107.115559353231,459.1666666666667,112.39797843180078
25,141.75,56.45518133882842,255.75,154.2979396060319,266.0,136.54974673478281,407.75,126.3929883340053
25,156.08333333333334,51.97508751529161,241.91666666666666,150.53430303053483,241.25,98.33372175064531,397.3333333333333,125.08219519801993
25,146.0,48.80061475022625,237.75,112.4923145522988,243.33333333333334,116.03399884899636,389.3333333333333,106.12597336289652
25,163.25,37.48138426828266,267.0833333333333,137.22636914561605,265.3333333333333,124.32841813340808,428.5833333333333,122.25005680525832
25,136.5,48.405406034174874,237.08333333333334,83.39610136104818,246.16666666666666,74.22132817159469,382.6666666666667,80.40349633083267
25,145.25,41.60954417758823,272.9166666666667,138.0588391069386,279.4166666666667,161.8319387169569,424.6666666666667,153.52705154322334
26,93.58333333333333,30.90431019920828,199.66666666666666,59.13872579696733,204.66666666666666,66.53737462676314,298.25,60.05015265037495
26,103.91666666666667,16.408627473239665,178.91666666666666,43.947806796496934,178.83333333333334,54.21536272640399,282.75,48.67430020041377
26,105.25,34.59798886255288,186.0,43.56221604402911,183.75,37.764897722620674,289.0,18.041618552668716
26,110.75,34.10064759893376,192.83333333333334,64.43450593863163,189.83333333333334,50.12789199193953,300.5833333333333,54.25627203886713
26,115.25,31.95341661439874,175.33333333333334,47.61010630341233,176.91666666666666,51.83058674395093,292.1666666666667,43.78704780589296
26,100.33333333333333,39.7813468293314,223.16666666666666,74.85411738100242,231.25,74.82549142282106,331.5833333333333,66.16829343088392
26,127.16666666666667,37.98866790095289,214.0,40.681691213615984,210.66666666666666,65.57480884879159,337.8333333333333,48.834470976509564
26,99.91666666666667,39.74598162777661,209.0,36.41428291206625,210.08333333333334,61.82159592102279,310.0,45.887543698335676
27,103.75,47.07817080841891,163.75,64.7818454507125,166.75,98.32778939174146,270.5,73.88335401157693
27,124.83333333333333,40.38736050906136,178.08333333333334,77.10972521168922,180.0,113.9919587807257,304.8333333333333,92.68480038400159
27,111.33333333333333,39.890126876486896,180.08333333333334,72.57118153157552,178.75,105.80101212496346,290.0833333333333,86.06824649983032
27,109.5,50.31152949374527,161.25,77.71542639656556,167.0,106.88935088835245,276.5,73.5713938973566
27,112.08333333333333,39.11832122619215,144.83333333333334,57.25212271659065,143.0,86.91662671779203,255.08333333333334,60.95005924707721
27,132.91666666666666,50.891155638501886,180.58333333333334,123.360216664675,184.58333333333334,130.27884091013738,317.5,109.84951828145022
27,101.0,40.317490001238916,143.25,76.45273594406764,145.25,82.64797335688274,246.25,79.31700637316061
27,114.25,45.085335753435395,152.25,63.308931702669994,151.33333333333334,100.16430945645703,265.5833333333333,73.88330701556039
28,90.58333333333333,44.374276206929714,233.75,105.58339910547807,236.25,117.18726111086762,326.8333333333333,114.58172726147141
28,92.41666666666667,43.32523962875322,231.0,81.33572400858063,235.33333333333334,108.80972178787866,327.75,96.85394932577607
28,84.58333333333333,44.221899426515925,239.08333333333334,100.3937733239578,242.66666666666666,148.38257609601234,327.25,124.02494708726951
28,100.33333333333333,33.77704677571573,221.41666666666666,92.14161051820665,225.16666666666666,104.82352895329474,325.5,104.26368815012572
28,96.0,36.60828685785046,196.25,45.03725309859236,199.33333333333334,94.04904158056169,295.3333333333333,70.72521159781395
28,94.08333333333333,34.80052282493596,235.66666666666666,92.97251684712471,239.33333333333334,110.35271733048634,333.4166666666667,94.51230813438474
28,94.5,46.6913625131387,219.91666666666666,98.13040501745057,226.0,101.65136496870073,320.5,94.44442810457375
28,89.58333333333333,32.64316756825062,254.0,120.5197079319395,260.5,121.31055189059194,350.0833333333333,125.30659621726046
29,116.16666666666667,26.866439204992453,416.6666666666667,376.076085682435,416.5,364.8877681333445,532.6666666666666,369.8423838459958
29,113.58333333333333,29.127473667007614,272.3333333333333,112.29524576856414,275.5833333333333,104.90428838814084,389.1666666666667,110.01729661992043
29,115.75,42.63043709213719,293.0833333333333,217.22126136474049,293.1666666666667,171.09784400226152,408.9166666666667,203.46926808625312
29,109.41666666666667,33.25522097689658,259.3333333333333,158.74052902631877,265.1666666666667,153.50832405949703,374.5833333333333,153.47120160545506
29,103.75,30.662477068886655,200.0,44.29258779224051,203.16666666666666,49.37076282803641,306.9166666666667,53.7625308390725
29,108.25,28.57191219828779,272.5833333333333,156.92379165980182,272.3333333333333,154.68318877269402,380.5833333333333,160.20375481103918
29,109.41666666666667,37.205417018971254,267.25,209.8376852871444,275.25,190.73591035775092,384.6666666666667,198.33319327726147
